"c_ClaveUnidad","Nombre","Descripción","Nota","Fecha de inicio de vigencia","Fecha de fin de vigencia","Símbolo"
"H18","Hectómetro cuadrado","Sinónimo: hectárea","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","hm²"
"H19","Hectómetro cúbico","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","hm³"
"H2","Medio litro","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"H20","Kilómetro cúbico","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","km³"
"H21","Blanco","Unidad de conteo que define el número de blancos","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"H22","Voltio pulgada cuadrada por libra fuerza","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","V/(lbf/in²)"
"H23","Voltio por pulgada","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","V/in"
"H24","Voltio por microsegundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","V/µs"
"H25","Por ciento por kelvin","Unidad de proporción, igual a 0,01, en relación con la unidad de base SI Kelvin.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","%/K"
"H26","Ohm por metro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Ω/m"
"H27","Grado por metro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°/m"
"H28","Microfaradio por kilómetro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","µF/km"
"H29","Microgramo por litro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","µg/l"
"H30","Micrómetro cuadrado","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","µm²"
"H31","Amperio por kilogramo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","A/kg"
"H32","Amperio cuadrado segundo","Es una unidad de medida basada en la energía o el calor que se permite pasar a través del fusible o interruptor durante una condición de cortocircuito.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","A²·s"
"H33","Faradio por kilómetro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","F/km"
"H34","Hertz metro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Hz·m"
"H35","Kelvin metro por watt","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","K·m/W"
"H36","MegaOhm por kilómetro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","MΩ/km"
"H37","MegaOhm por metro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","MΩ/m"
"H38","Megaamperio","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","MA"
"H39","Megahertz kilómetro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","MHz·km"
"H40","Newton por amperio","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","N/A"
"H41","Newton metro watts elevado a la potencia menos 0.5","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","N·m·W⁻⁰‧⁵"
"H42","Pascal por metro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Pa/m"
"H43","Siemens por centímetro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","S/cm"
"H44","TeraOhm","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","TΩ"
"H45","Voltio segundo por metro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","V·s/m"
"H46","Voltio por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","V/s"
"H47","Watt por metro cúbico","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","W/m³"
"H48","Attofarad","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","aF"
"H49","Centímetro por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cm/h"
"H50","Reciprocidad del centimetro cúbico","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cm⁻³"
"H51","Decibel per kilometro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","dB/km"
"H52","Decibel per metro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","dB/m"
"H53","Kilogramo por bar","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","kg/bar"
"H54","Kilogramo por decímetro cúbico kelvin ","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","(kg/dm³)/K"
"H55","Kilogramo por decímetro cúbico bar","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","(kg/dm³)/bar"
"H56","Kilogramo por metro cuadrado segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","kg/(m²·s)"
"H57","Pulgada por dos pi por radián","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","in/revolution"
"H58","Metro por voltio segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","m/(V·s)"
"H59","Metro cuadrado por newton","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","m²/N"
"H60","Metro cúbico por metro cúbico","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","m³/m³"
"H61","Milisiemens por centímetro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","mS/cm"
"H62","Milivoltio por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","mV/min"
"H63","Miligramo por centímetro cuadrado","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","mg/cm²"
"H64","Miligramo por gramo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","mg/g"
"H65","Mililitro por metro cúbico","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","ml/m³"
"H66","Milímetro por año ","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","mm/y"
"H67","Milímetro por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","mm/h"
"H68","MiliMol por gram","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","mmol/g"
"H69","Picopascal por kilometro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","pPa/km"
"H70","Picosegundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","ps"
"H71","Por ciento al mes","Unidad de proporción, igual a 0,01, en relación a un mes.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","%/mo"
"H72","Por ciento por hectobar","Unidad de proporción, igual a 0,01, en relación con 100 veces la barra unitaria","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","%/hbar"
"H73","Por ciento por decakelvin","Unidad de proporción, igual a 0,01, en relación con 10 veces la unidad de base SI Kelvin","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","%/daK"
"H74","Watt por metro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","W/m"
"H75","Decapascal","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","daPa"
"H76","Gramo por milímetro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","g/mm"
"H77","Anchura del módulo","Unidad de medida utilizada para describir la anchura de los conjuntos electrónicos como una norma de instalación o una dimensión de montaje.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","MW"
"H78","Centímetro convencional de agua","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Cm H $ ₂ $ O"
"H79","Escala francesa ","Unidad de longitud usada para la medición de los diámetros de pequeños tubos como instrumentos urológicos y catéteres.                                                       
Sinónimos: Francés, Charrière, Charrière gauge.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Fg"
"H80","Unidad de bastidor","Unidad de medida utilizada para describir la altura en unidades de bastidor del equipo destinado a ser montado en un bastidor de 19 pulgadas o un bastidor de 23 pulgadas. Unidad de bastidor tiene 1,45 pulgadas (44,45 mm) de alto.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","U or RU"
"H81","Milímetro por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","mm/min"
"H82","Punto grande","Unidad de longitud que define el número de puntos grandes (punto grande: el software de Adobe (EUA) define el punto grande a ser exactamente 1/72 de pulgada (0,013 888 9 pulgadas o 0,352 777 8 milímetros)","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bp"
"H83","Litro por kilogramo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","l/kg"
"H84","Gramos milímetro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","g·mm"
"H85","Semana recíproca","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","1/wk"
"H87","Pieza","Unidad de conteo que define el número de piezas (pieza: un solo artículo, artículo o ejemplar).","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"H88","MegaOhm kilómetro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","MΩ·km"
"H89","Por ciento por Ohmio","Unidad de proporción, igual a 0,01, en relación con un ángulo de un grado.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","%/Ω"
"H90","Porcentaje por grado","Unidad de proporción, igual a 0,01, en relación a múltiplos de diez mil.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","%/°"
"H91","Por ciento por cada diez mil","Unidad de proporción, igual a 0,01, en relación a múltiplos de cien mil.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","%/10000"
"H92","Ciento por cien mil","Unidad de proporción, igual a 0,01, en relación a múltiplos de cien.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","%/100000"
"H93","Porcentaje por cien","Unidad de proporción, igual a 0,01, en relación a múltiplos de mil.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","%/100"
"H94","Por ciento por mil","Unidad de proporción, igual a 0,01, en relación con la unidad derivada de SI volt.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","%/1000"
"H95","Por ciento por voltio","Unidad de proporción, igual a 0,01, en relación con una presión atmosférica de una barra.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","%/V"
"H96","Tanto por ciento por bar","Unidad de proporción, igual a 0,01, en relación con una presión atmosférica de una barra.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","%/bar"
"H98","Por ciento por pulgada","Unidad de proporción, igual a 0,01, en relación a una pulgada.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","%/in"
"H99","Por ciento por metro","Unidad de proporción, igual a 0,01, en relación con un metro.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","%/m"
"HA","Madeja","Unidad de longitud, típicamente para el hilado.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HAR","hectárea","Sinónimo: hectómetro cuadrado","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","decir ah"
"HBA","Hectobar ","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","hbar"
"HBX","Ciento de cajas","Unidad de conteo que define el número de cajas en múltiplos de cien unidades de caja.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HC","Conteo en cientos","Unidad de cuenta que define el número de unidades contadas en múltiplos de 100.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HD","Media docena","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HDW","Cien kilogramos, peso seco","Unidad de masa que define el número de cien kilogramos de un producto, sin tener en cuenta el contenido de agua del producto.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HE","Centésima de un quilate","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HEA","Cabeza","Unidad de conteo que define el número de cabezas (cabeza: persona o animal considerada como un número.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HF","Cien pies","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HGM","Héctogramo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","hg"
"HH","Cien pies cúbicos","Unidad de volumen igual a cien pies cúbicos.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HI","Cien hojas","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HIU","Unidad internacional de cien","Unidad de cuenta que define el número de unidades internacionales en múltiplos de 100.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HJ","Potencia métrica","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Hp métrico"
"HK","Cien kilogramos","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HKM","Cien kilogramos, masa neta","Unidad de masa que define el número de cientos de kilogramos de un producto, después de las deducciones.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HL","Cien pies (lineal)","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HLT","Hectolitro","Es una unidad de volumen equivalente a cien litros, representado por el símbolo hl. Es el segundo múltiplo del litro y también equivale a 100 decímetros cúbicos (0,1 metros cúbicos).","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","hl"
"HM","Milla por hora (milla estatal)","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","mile/h"
"HMQ","Millones de metros cúbicos","Unidad de volumen igual a un millón de metros cúbicos.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Mm³"
"HMT","Hectómetro","Es una unidad de longitud. Equivale a 100 metros. Hecto es el prefijo para 100 en el Sistema Internacional de Unidades.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","hm"
"HN","Milímetro convencional de mercurio","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Mm Hg"
"HO","Cien onzas troy","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HP","Milímetro convencional de agua","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Mm H $ ₂ $ O"
"HPA","Hectolitro de alcohol puro","Unidad de volumen igual a cien litros de alcohol puro.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HS","Cien pies cuadrados","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HT","media hora","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"HTZ","Hertz","Unidad de frecuencia del Sistema Internacional, de símbolo Hz, que equivale a la frecuencia de un fenómeno periódico cuyo período es 1 segundo.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Hz"
"HUR","Hora","Es una unidad de tiempo que se corresponde con la vigésimo-cuarta parte de un día solar medio.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","h"
"HY","Cien yardas","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"IA","Pulgada libra","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","in·lb"
"IC","Contar por pulgada","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"IE","Personas","Unidad de conteo que define el número de personas.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"IF","Pulgadas de agua","Use una pulgada de agua (código común F78)","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"II","Columna pulgada","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"IM","Impresión","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"INH","Pulgada","Es una unidad de longitud antropométrica que equivale al ancho de la primera falange del pulgar, y más específicamente a su falange distal.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","in"
"INK","Pulgada cuadrada","Es una unidad de medida imperial, equivalente a la superficie de un cuadrado cuyo lado posee 1 pulgada de longitud (2,54 centímetros).","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","in²"
"INQ","Pulgada cúbica","Sinónimo: pulgada cuadrada","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","in³"
"IP","póliza de seguros","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"ISD","Grado internacional de azúcar","Unidad de medida que define el contenido de azúcar de una solución, expresada en grados.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"IT","Recuento por centímetro","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"IU","Pulgada por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","in/s"
"IV","Pulgada por segundo al cuadrado","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","in/s²"
"J10","Por ciento por milímetro","Unidad de proporción, igual a 0,01, en relación a un milímetro.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","%/mm"
"J12","Por mille por psi","Unidad de presión igual a una milésima de psi (libra-fuerza por pulgada cuadrada).","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","‰/psi"
"J13","Grado api","Unidad de densidad relativa como una medida de cuán pesado o ligero es un líquido de petróleo comparado con agua (API: American Petroleum Institute).","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°API"
"J14","Grado baume (escala de origen)","Unidad tradicional de densidad relativa para líquidos. Nombrado en honor de Antoine Baumé.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°Bé"
"J15","Grado baume (us pesado)","Unidad de densidad relativa para líquidos más pesados que el agua.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°Bé (US heavy)"
"J16","Grado baume (luz de los EUA)","Unidad de densidad relativa para líquidos más ligeros que el agua.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°Bé (US light)"
"J17","Grado balling","Unidad de densidad como medida del contenido de azúcar, especialmente de mosto de cerveza. Nombrado en honor de Karl Balling.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°Balling"
"J18","Grado brix","Unidad de proporcion utilizada para medir la proporcion de masa de azúcar disuelta a agua de un líquido. Nombrado en honor de Adolf Brix","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°Bx"
"J19","Grado fahrenheit hora pie cuadrado por unidad térmica británica (termoquímico).","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°F·h·ft²/Btuth"
"J2","Joule por kilogramo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","J/kg"
"J20","Grado fahrenheit por kelvin","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°F/K"
"J21","Grado fahrenheit por bar","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°F/bar"
"J22","Grado fahrenheit hora pie cuadrado por unidad térmica británica (tabla internacional).","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°F·h·ft²/BtuIT"
"J23","Grado fahrenheit por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°F/h"
"J24","Grado fahrenheit por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°F/min"
"J25","Grado fahrenheit por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°F/s"
"J26","Reciprocidad grado fahrenheit","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","1/°F"
"J27","Grado oechsle","Unidad de densidad como medida del contenido de azúcar de mosto, el licor no fermentado del que se elabora el vino. Nombrado en honor de Ferdinand Oechsle.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°Oechsle"
"J28","Grado rankine por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°R/h"
"J29","Grado rankine por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°R/min"
